IDPlots,ID,DBH_mm,Height_m,Species,Cont,Species_n,DBH,BA,dist_stand,prop_stand,dist_water,elevation,alive,deformated,bio,abio,BA_tree,pine,birch,response,dist_stand_scaled,prop_stand_scaled,elevation_scaled,dist_water_scaled
236,3,30,2.3,4,High,PISY,3,4.0546275,91,0.2,1297.88164450309,122,yes,no,yes,no,7.0686e-4,yes,no,1.0986122886681098,-0.08633447350786164,-1.0543835780358426,-1.108219232058573,-1.340681109844814
236,1,40,2.5,4,High,PISY,4,4.0546275,91,0.2,1297.88164450309,122,yes,no,yes,no,0.00125664,yes,no,1.3862943611198906,-0.08633447350786164,-1.0543835780358426,-1.108219232058573,-1.340681109844814
236,10,5,1.5,26,High,PYCO,0.5,4.0546275,91,0.2,1297.88164450309,122,yes,no,no,no,1.9635e-5,no,no,-0.6931471805599453,-0.08633447350786164,-1.0543835780358426,-1.108219232058573,-1.340681109844814
236,6,75,4.7,4,High,PISY,7.5,4.0546275,91,0.2,1297.88164450309,122,yes,no,yes,no,0.004417875,yes,no,2.0149030205422647,-0.08633447350786164,-1.0543835780358426,-1.108219232058573,-1.340681109844814
236,7,120,5.5,4,High,PISY,12,4.0546275,91,0.2,1297.88164450309,122,yes,no,yes,no,0.01130976,yes,no,2.4849066497880004,-0.08633447350786164,-1.0543835780358426,-1.108219232058573,-1.340681109844814
236,8,90,5.5,4,High,PISY,9,4.0546275,91,0.2,1297.88164450309,122,yes,no,yes,no,0.006361739999999999,yes,no,2.1972245773362196,-0.08633447350786164,-1.0543835780358426,-1.108219232058573,-1.340681109844814
236,9,111,5.2,1,High,PISY,11.1,4.0546275,91,0.2,1297.88164450309,122,yes,no,no,no,0.009676913399999999,yes,no,2.4069451083182885,-0.08633447350786164,-1.0543835780358426,-1.108219232058573,-1.340681109844814
237,10,19,NA,4,High,PISY,1.9,3.97011846,318,1,1042.24468175331,124,yes,no,yes,no,2.8352939999999995e-4,yes,no,0.6418538861723947,2.299716992380537,0.8554654556085705,-0.6307285116303141,-1.5600637565424407
237,9,80,NA,4,High,PISY,8,3.97011846,318,1,1042.24468175331,124,yes,no,yes,no,0.00502656,yes,no,2.0794415416798357,2.299716992380537,0.8554654556085705,-0.6307285116303141,-1.5600637565424407
237,8,54,NA,1,High,PISY,5.4,3.97011846,318,1,1042.24468175331,124,yes,no,no,no,0.0022902264000000004,yes,no,1.6863989535702288,2.299716992380537,0.8554654556085705,-0.6307285116303141,-1.5600637565424407
237,7,10,1.7,4,High,PISY,1,3.97011846,318,1,1042.24468175331,124,yes,no,yes,no,7.854e-5,yes,no,0,2.299716992380537,0.8554654556085705,-0.6307285116303141,-1.5600637565424407
237,6,65,4.7,1,High,PISY,6.5,3.97011846,318,1,1042.24468175331,124,yes,no,no,no,0.0033183149999999996,yes,no,1.8718021769015913,2.299716992380537,0.8554654556085705,-0.6307285116303141,-1.5600637565424407
237,1,35,2.8,4,High,PISY,3.5,3.97011846,318,1,1042.24468175331,124,yes,no,yes,no,9.62115e-4,yes,no,1.252762968495368,2.299716992380537,0.8554654556085705,-0.6307285116303141,-1.5600637565424407
237,2,81,3.8,4,High,PISY,8.1,3.97011846,318,1,1042.24468175331,124,yes,no,yes,no,0.0051530094,yes,no,2.0918640616783932,2.299716992380537,0.8554654556085705,-0.6307285116303141,-1.5600637565424407
237,3,32,2.7,1,High,PISY,3.2,3.97011846,318,1,1042.24468175331,124,yes,no,no,no,8.042496000000001e-4,yes,no,1.1631508098056809,2.299716992380537,0.8554654556085705,-0.6307285116303141,-1.5600637565424407
237,4,164,6.6,1,High,PISY,16.4,3.97011846,318,1,1042.24468175331,124,yes,no,no,no,0.0211241184,yes,no,2.797281334830153,2.299716992380537,0.8554654556085705,-0.6307285116303141,-1.5600637565424407
237,5,29,2.5,1,High,PISY,2.9,3.97011846,318,1,1042.24468175331,124,yes,no,no,no,6.605214e-4,yes,no,1.0647107369924282,2.299716992380537,0.8554654556085705,-0.6307285116303141,-1.5600637565424407
