id,dist,comp,prop,dist_water,elevation,contamination,comp_point,cont_code,cont_class,comp_class,n_micro,n_large,prop_def_all,prop_def_pine,prop_def_birch,prop_dead,prop_BA_pine,prop_BA_birch,shannon_exp,shannon_diam,response,dist_stand_scaled,prop_stand_scaled,elevation_scaled,dist_water_scaled,shannon_height,openness,H_percentile,Cont_UA,n_micro_scaled
213,10,10Бп,0,1187.01926411821,124,High,2,2,0,2,0,300,0,0,0,0.333333333333333,0,0,1,3,0,-1.0761141168498682,-1.4691418279532915,-0.5763733301648353,-1.3236755990404476,2.9999999999999996,0,4.88,Високе,0
513,57,10Сз,1,1543.64077875484,130,High,7,2,0,3,0,900,0.333333333333333,0.375,0,0,0.998950505856177,0,1.0082820002613413,6.61380521524019,0.998950505856177,-0.5854879688304472,0.9063936238393148,0.7527263640212435,-1.0093226884418764,4.585756412345816,1,14.48,Високе,0
516,68,10Сз,1,2420.11993518484,129,High,7,2,0,3,0,2100,0.571428571428571,0.571428571428571,0,0,1,0,1,10.7579664811709,1,-0.4706605724854764,0.9063936238393148,0.5312097483235636,-0.23672831991790086,6.754791921632428,1,9.7,Високе,0
539,19,10Сз,1,2493.15778950338,126,High,7,2,0,3,0,4600,0.333333333333333,0.341463414634146,0,0.0869565217391304,0.99970700006153,0,1.002680195910046,12.1629126653134,0.99970700006153,-0.9821644289312557,0.9063936238393148,-0.13334009876947572,-0.17234728527308513,8.038575222246212,1,8.01,Високе,0
543,5,8Акб1Бп1Сз,0.1,3657.08492694839,135,High,7,2,0,3,0,1800,0.466666666666667,0.7,0,0.166666666666667,0.971294439708478,0.00127030629029741,1.145012719135956,12.2471100015694,0.971294439708478,-1.128308387915764,-1.231588282774031,1.8603094425096425,0.8536252608681922,9.90578174668388,1,15.780000000000001,Високе,0
566,88,8Акб1Бп1Сз,0.1,3730.03227955102,133,High,7,2,0,3,0,1500,0.428571428571429,0.461538461538462,0,0.0666666666666667,0.99684824120603,0,1.021528740196154,8.61523766247776,0.99684824120603,-0.261883488221893,-1.231588282774031,1.4172762111142827,0.9179265205228773,5.652658590575096,1,10.41,Високе,0
587,130,10Сз,1,3105.80050138772,136,High,7,2,0,3,0,1400,0.428571428571429,0.428571428571429,0,0,1,0,1,7.91850532021007,1,0.1765483887316321,0.9063936238393148,2.081826058207322,0.3676818821597168,6.257530051692513,1,7.8,Високе,0
582,194,10Сз,1,2748.79829420079,144,High,6,2,0,7,400,1300,0.0769230769230769,0.125,0,0,0.842390544132046,0.157609455867954,1.5460208949498297,7.62749299003007,0.842390544132046,0.8446350583750989,0.9063936238393148,3.8539589837887607,0.05299340063701933,6.3257049083582695,1,7.73,Високе,0.36363636363636365
606,74,6Сз4Бп,0.6,1882.23668942836,123,High,7,2,0,3,0,400,1,1,0,0,1,0,1,4,1,-0.4080274472064014,-0.04382055687772783,-0.797889945862515,-0.7108588951246179,2,0,7,Високе,0
629,87,9Сз1Бп,0.9,1892.37362498211,127,High,6,2,0,7,0,1200,0.166666666666667,0.181818181818182,0,0,0.825582313462298,0,1.5885510805986574,4.15424173615638,0.825582313462298,-0.27232234243507214,0.6688400786600542,0.08817651692820407,-0.7019234409663956,2.4295213819663615,0,3.36,Високе,0
